Unnamed: 0,text,created_at,text_token,text_token_s,text_si,text_sil
61,"earlier, abc news reported that democrat yadira caraveo is projected to win colorado’s 8th congressional district. this is a big upset. but colorado really showed up for democrats on tuesday. https://t.co/478wu7gczc",2022-11-10 16:39:21+00:00,"['earlier', 'abc', 'news', 'reported', 'that', 'democrat', 'yadira', 'caraveo', 'is', 'projected', 'to', 'win', 'colorado', 's', '8th', 'congressional', 'district', 'this', 'is', 'a', 'big', 'upset', 'but', 'colorado', 'really', 'showed', 'up', 'for', 'democrats', 'on', 'tuesday', 'https', 't', 'co', '478wu7gczc']","['earlier', 'abc', 'news', 'reported', 'democrat', 'yadira', 'caraveo', 'projected', 'win', 'colorado', '8th', 'congressional', 'district', 'big', 'upset', 'colorado', 'really', 'showed', 'democrats', 'tuesday', '478wu7gczc']",earlier abc news reported democrat yadira caraveo projected win colorado 8th congressional district big upset colorado really showed democrats tuesday 478wu7gczc,earlier abc news reported democrat yadira caraveo projected win colorado 8th congressional district big upset colorado really showed democrats tuesday 478wu7gczc
62,"note: we still don’t know which party will control the senate or the house, but to our eyes, the senate leans democratic at this moment and the house leans republican. https://t.co/9hguwyl53z",2022-11-10 16:37:42+00:00,"['note', 'we', 'still', 'don', 't', 'know', 'which', 'party', 'will', 'control', 'the', 'senate', 'or', 'the', 'house', 'but', 'to', 'our', 'eyes', 'the', 'senate', 'leans', 'democratic', 'at', 'this', 'moment', 'and', 'the', 'house', 'leans', 'republican', 'https', 't', 'co', '9hguwyl53z']","['note', 'still', 'know', 'party', 'control', 'senate', 'house', 'eyes', 'senate', 'leans', 'democratic', 'moment', 'house', 'leans', 'republican', '9hguwyl53z']",note still know party control senate house eyes senate leans democratic moment house leans republican 9hguwyl53z,note still know party control senate house eyes senate leans democratic moment house leans republican 9hguwyl53z
63,most of the tight races we’re watching right now are western states. here are their recount laws: https://t.co/rkxficmomf,2022-11-10 16:36:29+00:00,"['most', 'of', 'the', 'tight', 'races', 'we', 're', 'watching', 'right', 'now', 'are', 'western', 'states', 'here', 'are', 'their', 'recount', 'laws', 'https', 't', 'co', 'rkxficmomf']","['tight', 'races', 'watching', 'right', 'western', 'states', 'recount', 'laws', 'rkxficmomf']",tight races watching right western states recount laws rkxficmomf,tight races watching right western states recount laws rkxficmomf
64,"maricopa county, arizona, has between 400,000 and 410,000 ballots left to count, according to yvonne wingett sanchez of the washington post and brahm resnik of kpnx-tv. the next update from the county will be between 5 p.m. and 8 p.m. local time. https://t.co/oa0in3diyf",2022-11-10 16:35:59+00:00,"['maricopa', 'county', 'arizona', 'has', 'between', '400', '000', 'and', '410', '000', 'ballots', 'left', 'to', 'count', 'according', 'to', 'yvonne', 'wingett', 'sanchez', 'of', 'the', 'washington', 'post', 'and', 'brahm', 'resnik', 'of', 'kpnx', 'tv', 'the', 'next', 'update', 'from', 'the', 'county', 'will', 'be', 'between', '5', 'p', 'm', 'and', '8', 'p', 'm', 'local', 'time', 'https', 't', 'co', 'oa0in3diyf']","['maricopa', 'county', 'arizona', '400', '000', '410', '000', 'ballots', 'left', 'count', 'according', 'yvonne', 'wingett', 'sanchez', 'washington', 'post', 'brahm', 'resnik', 'kpnx', 'tv', 'next', 'update', 'county', '5', 'p', '8', 'p', 'local', 'time', 'oa0in3diyf']",maricopa county arizona 400 000 410 000 ballots left count according yvonne wingett sanchez washington post brahm resnik kpnx next update county local time oa0in3diyf,maricopa county arizona 400 000 410 000 ballots left count according yvonne wingett sanchez washington post brahm resnik kpnx next update county local time oa0in3diyf
65,"abortion-rights supporters managed to enshrine the right to abortion in three state constitutions, including the crucial state of michigan, where a near-total ban on abortion from 1931 has been tangled up in court battles for months. https://t.co/19gwxqy83f",2022-11-10 16:32:05+00:00,"['abortion', 'rights', 'supporters', 'managed', 'to', 'enshrine', 'the', 'right', 'to', 'abortion', 'in', 'three', 'state', 'constitutions', 'including', 'the', 'crucial', 'state', 'of', 'michigan', 'where', 'a', 'near', 'total', 'ban', 'on', 'abortion', 'from', '1931', 'has', 'been', 'tangled', 'up', 'in', 'court', 'battles', 'for', 'months', 'https', 't', 'co', '19gwxqy83f']","['abortion', 'rights', 'supporters', 'managed', 'enshrine', 'right', 'abortion', 'three', 'state', 'constitutions', 'including', 'crucial', 'state', 'michigan', 'near', 'total', 'ban', 'abortion', '1931', 'tangled', 'court', 'battles', 'months', '19gwxqy83f']",abortion rights supporters managed enshrine right abortion three state constitutions including crucial state michigan near total ban abortion 1931 tangled court battles months 19gwxqy83f,abortion rights supporters managed enshrine right abortion three state constitutions including crucial state michigan near total ban abortion 1931 tangled court battles months 19gwxqy83f
66,"the best nfl receivers, according to espn analytics: https://t.co/hqcacdzjzv",2022-11-10 16:00:58+00:00,"['the', 'best', 'nfl', 'receivers', 'according', 'to', 'espn', 'analytics', 'https', 't', 'co', 'hqcacdzjzv']","['best', 'nfl', 'receivers', 'according', 'espn', 'analytics', 'hqcacdzjzv']",best nfl receivers according espn analytics hqcacdzjzv,best nfl receivers according espn analytics hqcacdzjzv
67,"our updating calculation of the president's approval rating accounts for each poll's quality, recency, sample size and partisan lean. https://t.co/gre7ar2i3y",2022-11-10 15:27:08+00:00,"['our', 'updating', 'calculation', 'of', 'the', 'president', 's', 'approval', 'rating', 'accounts', 'for', 'each', 'poll', 's', 'quality', 'recency', 'sample', 'size', 'and', 'partisan', 'lean', 'https', 't', 'co', 'gre7ar2i3y']","['updating', 'calculation', 'president', 'approval', 'rating', 'accounts', 'poll', 'quality', 'recency', 'sample', 'size', 'partisan', 'lean', 'gre7ar2i3y']",updating calculation president approval rating accounts poll quality recency sample size partisan lean gre7ar2i3y,updating calculation president approval rating accounts poll quality recency sample size partisan lean gre7ar2i3y
68,from @natesilver538: candidate quality mattered. https://t.co/twzmrqeoqc,2022-11-10 15:01:05+00:00,"['from', 'natesilver538', 'candidate', 'quality', 'mattered', 'https', 't', 'co', 'twzmrqeoqc']","['natesilver538', 'candidate', 'quality', 'mattered', 'twzmrqeoqc']",natesilver538 candidate quality mattered twzmrqeoqc,natesilver538 candidate quality mattered twzmrqeoqc
69,can democratic sen. raphael warnock pull off another win in georgia? #gasen https://t.co/8kqvu6hrzs,2022-11-10 14:30:08+00:00,"['can', 'democratic', 'sen', 'raphael', 'warnock', 'pull', 'off', 'another', 'win', 'in', 'georgia', 'gasen', 'https', 't', 'co', '8kqvu6hrzs']","['democratic', 'sen', 'raphael', 'warnock', 'pull', 'another', 'win', 'georgia', 'gasen', '8kqvu6hrzs']",democratic sen raphael warnock pull another win georgia gasen 8kqvu6hrzs,democratic sen raphael warnock pull another win georgia gasen 8kqvu6hrzs
70,the midterm election results look like a striking rebuke of the supreme court's decision to overturn roe v. wade. https://t.co/qystxhmhvj,2022-11-10 13:43:11+00:00,"['the', 'midterm', 'election', 'results', 'look', 'like', 'a', 'striking', 'rebuke', 'of', 'the', 'supreme', 'court', 's', 'decision', 'to', 'overturn', 'roe', 'v', 'wade', 'https', 't', 'co', 'qystxhmhvj']","['midterm', 'election', 'results', 'look', 'like', 'striking', 'rebuke', 'supreme', 'court', 'decision', 'overturn', 'roe', 'v', 'wade', 'qystxhmhvj']",midterm election results look like striking rebuke supreme court decision overturn roe wade qystxhmhvj,midterm election results look like striking rebuke supreme court decision overturn roe wade qystxhmhvj
71,note: candidate quality mattered. https://t.co/arsd1lum8u,2022-11-10 03:45:47+00:00,"['note', 'candidate', 'quality', 'mattered', 'https', 't', 'co', 'arsd1lum8u']","['note', 'candidate', 'quality', 'mattered', 'arsd1lum8u']",note candidate quality mattered arsd1lum8u,note candidate quality mattered arsd1lum8u
72,"earlier, abc news reported that republican zach nunn was projected to win the race for iowa’s 3rd. this is a flip for rs. the incumbent, democratic rep. cindy axne, flipped the seat from red to blue in 2018 but only held onto the seat narrowly in 2020. https://t.co/i2dyq2tik7",2022-11-10 03:44:01+00:00,"['earlier', 'abc', 'news', 'reported', 'that', 'republican', 'zach', 'nunn', 'was', 'projected', 'to', 'win', 'the', 'race', 'for', 'iowa', 's', '3rd', 'this', 'is', 'a', 'flip', 'for', 'rs', 'the', 'incumbent', 'democratic', 'rep', 'cindy', 'axne', 'flipped', 'the', 'seat', 'from', 'red', 'to', 'blue', 'in', '2018', 'but', 'only', 'held', 'onto', 'the', 'seat', 'narrowly', 'in', '2020', 'https', 't', 'co', 'i2dyq2tik7']","['earlier', 'abc', 'news', 'reported', 'republican', 'zach', 'nunn', 'projected', 'win', 'race', 'iowa', '3rd', 'flip', 'rs', 'incumbent', 'democratic', 'rep', 'cindy', 'axne', 'flipped', 'seat', 'red', 'blue', '2018', 'held', 'onto', 'seat', 'narrowly', '2020', 'i2dyq2tik7']",earlier abc news reported republican zach nunn projected win race iowa 3rd flip incumbent democratic rep cindy axne flipped seat red blue 2018 held onto seat narrowly 2020 i2dyq2tik7,earlier abc news reported republican zach nunn projected win race iowa 3rd flip incumbent democratic rep cindy axne flipped seat red blue 2018 held onto seat narrowly 2020 i2dyq2tik7
73,"earlier, we got a new batch of ballots from clark county, nevada — about 14,000 worth — and they were good for democrats. https://t.co/gh6pp8lev4",2022-11-10 03:22:29+00:00,"['earlier', 'we', 'got', 'a', 'new', 'batch', 'of', 'ballots', 'from', 'clark', 'county', 'nevada', 'about', '14', '000', 'worth', 'and', 'they', 'were', 'good', 'for', 'democrats', 'https', 't', 'co', 'gh6pp8lev4']","['earlier', 'got', 'new', 'batch', 'ballots', 'clark', 'county', 'nevada', '14', '000', 'worth', 'good', 'democrats', 'gh6pp8lev4']",earlier got new batch ballots clark county nevada 000 worth good democrats gh6pp8lev4,earlier got new batch ballots clark county nevada 000 worth good democrats gh6pp8lev4
74,what to expect from georgia’s senate runoff: https://t.co/owiljfrasb,2022-11-10 03:16:18+00:00,"['what', 'to', 'expect', 'from', 'georgia', 's', 'senate', 'runoff', 'https', 't', 'co', 'owiljfrasb']","['expect', 'georgia', 'senate', 'runoff', 'owiljfrasb']",expect georgia senate runoff owiljfrasb,expect georgia senate runoff owiljfrasb
75,"we just got a new batch of about 60,000 votes added to maricopa’s total, which was slightly democratic-leaning. https://t.co/xukbbfj1eo",2022-11-10 03:11:03+00:00,"['we', 'just', 'got', 'a', 'new', 'batch', 'of', 'about', '60', '000', 'votes', 'added', 'to', 'maricopa', 's', 'total', 'which', 'was', 'slightly', 'democratic', 'leaning', 'https', 't', 'co', 'xukbbfj1eo']","['got', 'new', 'batch', '60', '000', 'votes', 'added', 'maricopa', 'total', 'slightly', 'democratic', 'leaning', 'xukbbfj1eo']",got new batch 000 votes added maricopa total slightly democratic leaning xukbbfj1eo,got new batch 000 votes added maricopa total slightly democratic leaning xukbbfj1eo
76,"if you’re just rejoining us, here’s where things stand in the senate and house. tl;dr: we still don’t know which party will control either one. https://t.co/np3yzeq7nc",2022-11-10 03:09:07+00:00,"['if', 'you', 're', 'just', 'rejoining', 'us', 'here', 's', 'where', 'things', 'stand', 'in', 'the', 'senate', 'and', 'house', 'tl', 'dr', 'we', 'still', 'don', 't', 'know', 'which', 'party', 'will', 'control', 'either', 'one', 'https', 't', 'co', 'np3yzeq7nc']","['rejoining', 'us', 'things', 'stand', 'senate', 'house', 'tl', 'dr', 'still', 'know', 'party', 'control', 'either', 'one', 'np3yzeq7nc']",rejoining things stand senate house still know party control either one np3yzeq7nc,rejoining things stand senate house still know party control either one np3yzeq7nc
77,latest election analysis: https://t.co/bterukw9oe,2022-11-10 01:55:26+00:00,"['latest', 'election', 'analysis', 'https', 't', 'co', 'bterukw9oe']","['latest', 'election', 'analysis', 'bterukw9oe']",latest election analysis bterukw9oe,latest election analysis bterukw9oe
78,runoffs are sort of georgia’s thing now. https://t.co/mphg0cjo8s,2022-11-09 20:39:41+00:00,"['runoffs', 'are', 'sort', 'of', 'georgia', 's', 'thing', 'now', 'https', 't', 'co', 'mphg0cjo8s']","['runoffs', 'sort', 'georgia', 'thing', 'mphg0cjo8s']",runoffs sort georgia thing mphg0cjo8s,runoffs sort georgia thing mphg0cjo8s
79,abortion rights won up and down the ballot on election night. https://t.co/hqgmzsbenj,2022-11-09 20:10:44+00:00,"['abortion', 'rights', 'won', 'up', 'and', 'down', 'the', 'ballot', 'on', 'election', 'night', 'https', 't', 'co', 'hqgmzsbenj']","['abortion', 'rights', 'ballot', 'election', 'night', 'hqgmzsbenj']",abortion rights ballot election night hqgmzsbenj,abortion rights ballot election night hqgmzsbenj
80,latest election results --&gt; https://t.co/1cypmdzwba,2022-11-09 19:57:05+00:00,"['latest', 'election', 'results', 'gt', 'https', 't', 'co', '1cypmdzwba']","['latest', 'election', 'results', 'gt', '1cypmdzwba']",latest election results 1cypmdzwba,latest election results 1cypmdzwba
81,"there’s still no call for either chamber of congress, but we’ve seen a few seats change hands already. https://t.co/bterukw9oe",2022-11-09 19:47:45+00:00,"['there', 's', 'still', 'no', 'call', 'for', 'either', 'chamber', 'of', 'congress', 'but', 'we', 've', 'seen', 'a', 'few', 'seats', 'change', 'hands', 'already', 'https', 't', 'co', 'bterukw9oe']","['still', 'call', 'either', 'chamber', 'congress', 'seen', 'seats', 'change', 'hands', 'already', 'bterukw9oe']",still call either chamber congress seen seats change hands already bterukw9oe,still call either chamber congress seen seats change hands already bterukw9oe
82,here’s a quick rundown of how california ballot measures have fared at the polls: https://t.co/fjjhlglei4,2022-11-09 19:45:34+00:00,"['here', 's', 'a', 'quick', 'rundown', 'of', 'how', 'california', 'ballot', 'measures', 'have', 'fared', 'at', 'the', 'polls', 'https', 't', 'co', 'fjjhlglei4']","['quick', 'rundown', 'california', 'ballot', 'measures', 'fared', 'polls', 'fjjhlglei4']",quick rundown california ballot measures fared polls fjjhlglei4,quick rundown california ballot measures fared polls fjjhlglei4
83,the state of the race for the house so far: https://t.co/b8kom1mdbm,2022-11-09 19:43:53+00:00,"['the', 'state', 'of', 'the', 'race', 'for', 'the', 'house', 'so', 'far', 'https', 't', 'co', 'b8kom1mdbm']","['state', 'race', 'house', 'far', 'b8kom1mdbm']",state race house far b8kom1mdbm,state race house far b8kom1mdbm
84,abortion rights are reshaping american politics. https://t.co/frpmtgldya,2022-11-09 18:41:04+00:00,"['abortion', 'rights', 'are', 'reshaping', 'american', 'politics', 'https', 't', 'co', 'frpmtgldya']","['abortion', 'rights', 'reshaping', 'american', 'politics', 'frpmtgldya']",abortion rights reshaping american politics frpmtgldya,abortion rights reshaping american politics frpmtgldya
85,"michigan republicans had a tough night, having lost every statewide and swing-seat race in the 3rd, 7th and 8th districts. but it looks like they have picked up a seat previously held by democrats in suburban and exurban detroit. https://t.co/pjorwflozs",2022-11-09 18:39:13+00:00,"['michigan', 'republicans', 'had', 'a', 'tough', 'night', 'having', 'lost', 'every', 'statewide', 'and', 'swing', 'seat', 'race', 'in', 'the', '3rd', '7th', 'and', '8th', 'districts', 'but', 'it', 'looks', 'like', 'they', 'have', 'picked', 'up', 'a', 'seat', 'previously', 'held', 'by', 'democrats', 'in', 'suburban', 'and', 'exurban', 'detroit', 'https', 't', 'co', 'pjorwflozs']","['michigan', 'republicans', 'tough', 'night', 'lost', 'every', 'statewide', 'swing', 'seat', 'race', '3rd', '7th', '8th', 'districts', 'looks', 'like', 'picked', 'seat', 'previously', 'held', 'democrats', 'suburban', 'exurban', 'detroit', 'pjorwflozs']",michigan republicans tough night lost every statewide swing seat race 3rd 7th 8th districts looks like picked seat previously held democrats suburban exurban detroit pjorwflozs,michigan republicans tough night lost every statewide swing seat race 3rd 7th 8th districts looks like picked seat previously held democrats suburban exurban detroit pjorwflozs
86,"so far in the house, 10 seats have flipped, netting +8 seats for republicans. the gop needed to flip only five seats to win the chamber, which they’ve cleared for now — but nothing’s guaranteed until they reach 218 seats. https://t.co/sta8rwarfv",2022-11-09 18:23:39+00:00,"['so', 'far', 'in', 'the', 'house', '10', 'seats', 'have', 'flipped', 'netting', '8', 'seats', 'for', 'republicans', 'the', 'gop', 'needed', 'to', 'flip', 'only', 'five', 'seats', 'to', 'win', 'the', 'chamber', 'which', 'they', 've', 'cleared', 'for', 'now', 'but', 'nothing', 's', 'guaranteed', 'until', 'they', 'reach', '218', 'seats', 'https', 't', 'co', 'sta8rwarfv']","['far', 'house', '10', 'seats', 'flipped', 'netting', '8', 'seats', 'republicans', 'gop', 'needed', 'flip', 'five', 'seats', 'win', 'chamber', 'cleared', 'nothing', 'guaranteed', 'reach', '218', 'seats', 'sta8rwarfv']",far house seats flipped netting seats republicans gop needed flip five seats win chamber cleared nothing guaranteed reach 218 seats sta8rwarfv,far house seats flipped netting seats republicans gop needed flip five seats win chamber cleared nothing guaranteed reach 218 seats sta8rwarfv
87,model talk! https://t.co/iclfjznibx https://t.co/upylwhxub9,2022-11-09 18:21:11+00:00,"['model', 'talk', 'https', 't', 'co', 'iclfjznibx', 'https', 't', 'co', 'upylwhxub9']","['model', 'talk', 'iclfjznibx', 'upylwhxub9']",model talk iclfjznibx upylwhxub9,model talk iclfjznibx upylwhxub9
88,votes are still rolling in. https://t.co/bjqd0sn7of,2022-11-09 18:14:44+00:00,"['votes', 'are', 'still', 'rolling', 'in', 'https', 't', 'co', 'bjqd0sn7of']","['votes', 'still', 'rolling', 'bjqd0sn7of']",votes still rolling bjqd0sn7of,votes still rolling bjqd0sn7of
89,republicans are now eight seats away from reaching the majority in the house. there are nine seats that fivethirtyeight forecasted as “lean or likely” republican that remain uncalled. #election2022 https://t.co/lm7rg0tpjb,2022-11-09 17:50:33+00:00,"['republicans', 'are', 'now', 'eight', 'seats', 'away', 'from', 'reaching', 'the', 'majority', 'in', 'the', 'house', 'there', 'are', 'nine', 'seats', 'that', 'fivethirtyeight', 'forecasted', 'as', 'lean', 'or', 'likely', 'republican', 'that', 'remain', 'uncalled', 'election2022', 'https', 't', 'co', 'lm7rg0tpjb']","['republicans', 'eight', 'seats', 'away', 'reaching', 'majority', 'house', 'nine', 'seats', 'fivethirtyeight', 'forecasted', 'lean', 'likely', 'republican', 'remain', 'uncalled', 'election2022', 'lm7rg0tpjb']",republicans eight seats away reaching majority house nine seats fivethirtyeight forecasted lean likely republican remain uncalled election2022 lm7rg0tpjb,republicans eight seats away reaching majority house nine seats fivethirtyeight forecasted lean likely republican remain uncalled election2022 lm7rg0tpjb
90,.@abc reports that the georgia senate race is projected to go to a runoff between republican herschel walker and democratic sen. raphael warnock. #election2022 #gasen https://t.co/cawes1d5lb,2022-11-09 17:41:20+00:00,"['abc', 'reports', 'that', 'the', 'georgia', 'senate', 'race', 'is', 'projected', 'to', 'go', 'to', 'a', 'runoff', 'between', 'republican', 'herschel', 'walker', 'and', 'democratic', 'sen', 'raphael', 'warnock', 'election2022', 'gasen', 'https', 't', 'co', 'cawes1d5lb']","['abc', 'reports', 'georgia', 'senate', 'race', 'projected', 'go', 'runoff', 'republican', 'herschel', 'walker', 'democratic', 'sen', 'raphael', 'warnock', 'election2022', 'gasen', 'cawes1d5lb']",abc reports georgia senate race projected runoff republican herschel walker democratic sen raphael warnock election2022 gasen cawes1d5lb,abc reports georgia senate race projected runoff republican herschel walker democratic sen raphael warnock election2022 gasen cawes1d5lb
91,refusing a bench role ended allen iverson’s career. can accepting one save russell westbrook’s? https://t.co/ktf9itxyd3,2022-11-09 16:57:04+00:00,"['refusing', 'a', 'bench', 'role', 'ended', 'allen', 'iverson', 's', 'career', 'can', 'accepting', 'one', 'save', 'russell', 'westbrook', 's', 'https', 't', 'co', 'ktf9itxyd3']","['refusing', 'bench', 'role', 'ended', 'allen', 'iverson', 'career', 'accepting', 'one', 'save', 'russell', 'westbrook', 'ktf9itxyd3']",refusing bench role ended allen iverson career accepting one save russell westbrook ktf9itxyd3,refusing bench role ended allen iverson career accepting one save russell westbrook ktf9itxyd3
92,we're not done live-blogging #election2022 just yet. follow along as results keep coming in: https://t.co/k45pmrtkch,2022-11-09 16:02:03+00:00,"['we', 're', 'not', 'done', 'live', 'blogging', 'election2022', 'just', 'yet', 'follow', 'along', 'as', 'results', 'keep', 'coming', 'in', 'https', 't', 'co', 'k45pmrtkch']","['done', 'live', 'blogging', 'election2022', 'yet', 'follow', 'along', 'results', 'keep', 'coming', 'k45pmrtkch']",done live blogging election2022 yet follow along results keep coming k45pmrtkch,done live blogging election2022 yet follow along results keep coming k45pmrtkch
93,"in georgia’s governor race, gov. brian kemp ended up beating stacey abrams by outperforming his benchmarks in almost all counties across the whole state. #election2022 https://t.co/gwcwtxm5pj",2022-11-09 15:11:41+00:00,"['in', 'georgia', 's', 'governor', 'race', 'gov', 'brian', 'kemp', 'ended', 'up', 'beating', 'stacey', 'abrams', 'by', 'outperforming', 'his', 'benchmarks', 'in', 'almost', 'all', 'counties', 'across', 'the', 'whole', 'state', 'election2022', 'https', 't', 'co', 'gwcwtxm5pj']","['georgia', 'governor', 'race', 'gov', 'brian', 'kemp', 'ended', 'beating', 'stacey', 'abrams', 'outperforming', 'benchmarks', 'almost', 'counties', 'across', 'whole', 'state', 'election2022', 'gwcwtxm5pj']",georgia governor race gov brian kemp ended beating stacey abrams outperforming benchmarks almost counties across whole state election2022 gwcwtxm5pj,georgia governor race gov brian kemp ended beating stacey abrams outperforming benchmarks almost counties across whole state election2022 gwcwtxm5pj
94,we’re still live-blogging because we still don’t know which party will control the senate or house next year. follow along: https://t.co/t4h1byivpi,2022-11-09 14:21:34+00:00,"['we', 're', 'still', 'live', 'blogging', 'because', 'we', 'still', 'don', 't', 'know', 'which', 'party', 'will', 'control', 'the', 'senate', 'or', 'house', 'next', 'year', 'follow', 'along', 'https', 't', 'co', 't4h1byivpi']","['still', 'live', 'blogging', 'still', 'know', 'party', 'control', 'senate', 'house', 'next', 'year', 'follow', 'along', 't4h1byivpi']",still live blogging still know party control senate house next year follow along t4h1byivpi,still live blogging still know party control senate house next year follow along t4h1byivpi
95,the ultimate impact of this election could hinge a lot on yet-to-be-decided u.s. senate races. https://t.co/gnybg5sjcv,2022-11-09 13:44:23+00:00,"['the', 'ultimate', 'impact', 'of', 'this', 'election', 'could', 'hinge', 'a', 'lot', 'on', 'yet', 'to', 'be', 'decided', 'u', 's', 'senate', 'races', 'https', 't', 'co', 'gnybg5sjcv']","['ultimate', 'impact', 'election', 'could', 'hinge', 'lot', 'yet', 'decided', 'u', 'senate', 'races', 'gnybg5sjcv']",ultimate impact election could hinge lot yet decided senate races gnybg5sjcv,ultimate impact election could hinge lot yet decided senate races gnybg5sjcv
96,"races for governor were a mixed bag for each party. but democrats did manage two meaningful seat flips, and the outcomes of some major races are still uncertain. #election2022 https://t.co/p81wtxakb2",2022-11-09 13:30:45+00:00,"['races', 'for', 'governor', 'were', 'a', 'mixed', 'bag', 'for', 'each', 'party', 'but', 'democrats', 'did', 'manage', 'two', 'meaningful', 'seat', 'flips', 'and', 'the', 'outcomes', 'of', 'some', 'major', 'races', 'are', 'still', 'uncertain', 'election2022', 'https', 't', 'co', 'p81wtxakb2']","['races', 'governor', 'mixed', 'bag', 'party', 'democrats', 'manage', 'two', 'meaningful', 'seat', 'flips', 'outcomes', 'major', 'races', 'still', 'uncertain', 'election2022', 'p81wtxakb2']",races governor mixed bag party democrats manage two meaningful seat flips outcomes major races still uncertain election2022 p81wtxakb2,races governor mixed bag party democrats manage two meaningful seat flips outcomes major races still uncertain election2022 p81wtxakb2
97,redrawing of political maps has played a big role in which house districts have flipped parties so far during these midterms. https://t.co/foo2btw4ag,2022-11-09 13:16:38+00:00,"['redrawing', 'of', 'political', 'maps', 'has', 'played', 'a', 'big', 'role', 'in', 'which', 'house', 'districts', 'have', 'flipped', 'parties', 'so', 'far', 'during', 'these', 'midterms', 'https', 't', 'co', 'foo2btw4ag']","['redrawing', 'political', 'maps', 'played', 'big', 'role', 'house', 'districts', 'flipped', 'parties', 'far', 'midterms', 'foo2btw4ag']",redrawing political maps played big role house districts flipped parties far midterms foo2btw4ag,redrawing political maps played big role house districts flipped parties far midterms foo2btw4ag
98,"overnight, democrats won control of both the michigan state senate and michigan state house. democrats will now have full control of michigan state government. #election2022 https://t.co/n6loip51ne",2022-11-09 12:26:45+00:00,"['overnight', 'democrats', 'won', 'control', 'of', 'both', 'the', 'michigan', 'state', 'senate', 'and', 'michigan', 'state', 'house', 'democrats', 'will', 'now', 'have', 'full', 'control', 'of', 'michigan', 'state', 'government', 'election2022', 'https', 't', 'co', 'n6loip51ne']","['overnight', 'democrats', 'control', 'michigan', 'state', 'senate', 'michigan', 'state', 'house', 'democrats', 'full', 'control', 'michigan', 'state', 'government', 'election2022', 'n6loip51ne']",overnight democrats control michigan state senate michigan state house democrats full control michigan state government election2022 n6loip51ne,overnight democrats control michigan state senate michigan state house democrats full control michigan state government election2022 n6loip51ne
99,that we don’t have a final projection for the house suggests it was a fairly good night for democrats. https://t.co/ilp9a5hhxc,2022-11-09 10:26:07+00:00,"['that', 'we', 'don', 't', 'have', 'a', 'final', 'projection', 'for', 'the', 'house', 'suggests', 'it', 'was', 'a', 'fairly', 'good', 'night', 'for', 'democrats', 'https', 't', 'co', 'ilp9a5hhxc']","['final', 'projection', 'house', 'suggests', 'fairly', 'good', 'night', 'democrats', 'ilp9a5hhxc']",final projection house suggests fairly good night democrats ilp9a5hhxc,final projection house suggests fairly good night democrats ilp9a5hhxc
